var1,var2,var3,score,d12,d13,d23
bjets_pt_bb,bjets_mbb,bjet_bijet_dR,0.10277794604401692,0.09201801151443437,0.09848211418504033,0.1178337124325761
bjets_dR,trijet_bijet_dEta,all_jets_HT,0.1020000085708178,0.006783182272184257,0.29301274306369696,0.006204100376572152
bjets_pt_bb,met_pt,all_jets_HT,0.10166498704529218,0.08908698915494352,0.187784591914749,0.02812338006618406
bjets_pt_bb,blnu_pt,blnu_mT,0.10110276437619674,0.0015489576018617723,0.1402687949299089,0.16149054059681955
bjets_dR,bb_lnu_dPhi,all_jets_HT,0.10089608512343763,0.0031635996788646386,0.29301274306369696,0.006511912627751289
bjets_pt_bb,bb_lnu_dR,met_pt,0.10054850240774871,0.18750517492604907,0.08908698915494352,0.025053343142253548
bjets_mbb,bb_lnu_dR,blnu_mT,0.0998748008862768,0.05486892162501176,0.11453201901029098,0.13022346202352764
bb_lnu_dR,bjets_mean_pt,all_sT,0.09863404033713362,0.10914060043106451,0.08586353334407967,0.10089798723625665
bb_lnu_dPhi,bjet_bijet_dR,bjets_mean_pt,0.09787261855483413,0.0236669045131301,0.004286975666458193,0.2656639754849141
bjet_bijet_dR,blnu_pt,all_sT,0.0978201799391537,0.03708764456251662,0.1259244240536108,0.13044847120133374
bb_lnu_dR,blnu_mT,all_jets_HT,0.09754181664459911,0.13022346202352764,0.08823226372935125,0.0741697241809185
bjets_pt_bb,bjets_dR,met_pt,0.09715979031735889,0.12258617926090642,0.08908698915494352,0.07980620253622672
bjets_dPhi,bjet_bijet_dR,bjets_mean_pt,0.09705888850838733,0.009266524822601367,0.01624616521764647,0.2656639754849141
bjet_bijet_dR,bjets_mean_pt,trijet_bijet_dEta,0.09672074675496696,0.2656639754849141,0.012391156100116665,0.012107108679870136
jj_lnu_dPhi,bjet_bijet_dR,bjets_mean_pt,0.09666700552573876,0.005941772333861897,0.018395268758440275,0.2656639754849141
bb_lnu_dR,blnu_pt,all_jets_HT,0.09557009235472856,0.03531141181326505,0.08823226372935125,0.16316660152156937
bjets_mbb,blnu_mT,all_jets_HT,0.09447868180704601,0.11453201901029098,0.09473430222992857,0.0741697241809185
bjet_bijet_dR,blnu_mT,all_jets_HT,0.09429713820580736,0.07661059598659428,0.1321110944499093,0.0741697241809185
bjets_dR,bjet_bijet_dR,bb_lnu_dR,0.09372899993355872,0.03297559541731526,0.08824671495125401,0.1599646894321069
