,i,j,MI_S,MI_B,delta
906,min_b_l_dR,met_pt,0.012744864521446894,0.0020668036465305017,0.010678060874916392
2131,bjets_dEta,bb_lnu_dR,0.012542758238358362,0.0018647209032257514,0.01067803733513261
1576,nAK4_nonbtag,jj_lnu_dPhi,0.011410480041824211,0.0007341299890627328,0.010676350052761479
1765,ak4_jet1_eta,bjets_mbb,0.012735707731832573,0.0020650779671670984,0.010670629764665474
1744,ak4_jet1_eta,ak4_jet1_phi,0.010688462890990083,1.956192719766714e-05,0.010668900963792416
1884,met_phi,jj_lnu_dPhi,0.010652817659651242,7.1915576920350555e-06,0.010645626101959207
1822,ak4_jet3_eta,ak4_jet1_phi,0.010649071344706697,6.642060479643275e-06,0.010642429284227053
340,min_b_l_dPhi,nAK4_nonbtag,0.011598312380385306,0.0009591486037032696,0.010639163776682036
411,lep0_pt,ak4_jet1_phi,0.010642649706674008,5.709811965418088e-06,0.01063693989470859
389,lep0_pt,jj_lnu_dEta,0.011755017342696697,0.001119921242285521,0.010635096100411176
977,all_pt,jj_l_dEta,0.010867684561496685,0.0002330679057332835,0.010634616655763401
1251,trijet_pt,bjet_bijet_dEta,0.017125040211057423,0.0064993714718621955,0.010625668739195227
345,min_b_l_dPhi,ak4_jet3_phi,0.010632093339786475,6.704431657920951e-06,0.010625388908128554
444,ak4_jet1_pt,jj_l_dPhi,0.015923967844407225,0.005305952741365437,0.010618015103041788
146,all_mInv,blnu_lnu_mT,0.16529517600190058,0.15467792895094457,0.010617247050956014
368,min_b_l_dPhi,bb_lnu_dPhi,0.1406176459718515,0.13000443058510364,0.010613215386747865
1633,bjet_bijet_dEta,all_jets_HT,0.014279801065067887,0.0036707006302173634,0.010609100434850523
1364,ak4_jet3_bscore,blnu_pt,0.013352663639912648,0.0027530019884625286,0.01059966165145012
1649,bjet1_pt,ak4_jet0_eta,0.010714864966100295,0.00012356739990865284,0.010591297566191642
1667,bjet1_pt,blnu_mT,0.05876541228872474,0.06935156550109278,0.01058615321236804
1040,jj_l_dPhi,met_phi,0.010586359489867376,7.477093939153856e-06,0.010578882395928222
1821,ak4_jet3_eta,met_phi,0.010585669746717416,7.81039588229615e-06,0.01057785935083512
1775,lep0_phi,mjj,0.010572084507965027,6.638386700043297e-06,0.010565446121264983
1883,met_phi,trijet_bijet_dEta,0.010571075232066119,6.205345415351282e-06,0.010564869886650768
1688,ak4_jet0_eta,ak4_jet2_phi,0.010569025403005947,6.645851232785216e-06,0.010562379551773162
998,all_pt,mjj,0.012951724845263832,0.002401913742015871,0.010549811103247961
848,ak4_jet0_bscore,ak4_jet2_phi,0.01054924595959426,8.907866475154486e-06,0.010540338093119106
1002,all_pt,bjets_mean_pt,0.011527407307325207,0.0009883677176354758,0.010539039589689731
1450,blnu_bl_mInv,ak4_jet1_eta,0.011766218816502364,0.0012280484400449994,0.010538170376457365
948,ak4_jet3_pt,lep0_eta,0.01060634421059873,8.077013277300177e-05,0.010525574077825728
348,min_b_l_dPhi,ak4_jet2_eta,0.010538340241805624,1.3955916015280512e-05,0.010524384325790344
2058,met_pt,trijet_bijet_dEta,0.014510016843770904,0.003986541358310863,0.010523475485460041
122,ak4_jet0_pt,bb_lnu_dPhi,0.016884686147375573,0.02740364664113288,0.010518960493757307
1342,ak4_jet3_bscore,ak4_jet1_phi,0.010518422360965417,5.150266140729887e-06,0.010513272094824687
1451,blnu_bl_mInv,lep0_phi,0.010516538393472597,8.654992828670272e-06,0.010507883400643927
108,ak4_jet0_pt,lep0_eta,0.01081467888482623,0.0003074918100245544,0.010507187074801676
1301,jj_l_dR,met_phi,0.010510521365798907,6.605133690322507e-06,0.010503916232108584
1122,blnu_lnu_mT,bjet_bijet_dEta,0.01108424839611594,0.0005959991553786612,0.010488249240737279
527,min_b_lnu_dPhi,ak4_jet2_phi,0.010492665128404813,6.119348673352953e-06,0.01048654577973146
1153,blnu_lnu_mT,bjets_mbb,0.013538924225643064,0.003053410176548192,0.010485514049094872
1486,trijet_mInv,ak4_jet1_eta,0.018902000066078475,0.008419440072446514,0.01048255999363196
688,ak4_jet2_pt,ak4_jet3_eta,0.010751531105128172,0.00026915834820828016,0.010482372756919892
1874,met_phi,bb_lnu_dEta,0.010487699003101883,8.097879216607817e-06,0.010479601123885275
1630,bjet_bijet_dEta,mjj,0.021083072048434393,0.010607514227090845,0.010475557821343549
991,all_pt,ak4_jet3_eta,0.010944980458838321,0.0004736231241575656,0.010471357334680756
921,ak4_jet3_pt,jj_l_dPhi,0.012459699982109163,0.0019896374487916174,0.010470062533317545
988,all_pt,ak4_jet1_eta,0.01116385802605362,0.0006982458012128809,0.010465612224840739
1302,jj_l_dR,ak4_jet1_phi,0.010470273838868067,5.14514951840267e-06,0.010465128689349665
334,min_b_l_dPhi,ak4_jet3_bscore,0.01143960768901291,0.0009753658693431068,0.010464241819669803
530,min_b_lnu_dPhi,mjj,0.013481159597958665,0.003019168381649104,0.010461991216309561
1928,ak4_jet2_phi,bb_lnu_dPhi,0.010465646119929093,5.490723386708529e-06,0.010460155396542384
1366,jj_l_dEta,blnu_bl_mInv,0.014787719894155633,0.004343585933930121,0.010444133960225511
579,WW_pt,ak4_jet3_eta,0.010486592158779985,4.772189786747538e-05,0.01043887026091251
311,ak4_jet1_bscore,bb_lnu_dR,0.012581237040403707,0.0021485452140449363,0.01043269182635877
987,all_pt,ak4_jet3_phi,0.010438539853095768,7.045715652423401e-06,0.010431494137443344
821,ak4_jet0_bscore,all_pt,0.010536651228813445,0.00010795297566247586,0.010428698253150969
1034,jj_l_dPhi,ak4_jet3_phi,0.010434180164843508,5.726468888037073e-06,0.010428453695955471
1780,lep0_phi,met_pt,0.010429546504819396,5.252768844228595e-06,0.010424293735975167
268,ak4_jet1_bscore,trijet_bijet_dR,0.01408376102701668,0.003662635728611783,0.010421125298404898
896,min_b_l_dR,met_phi,0.010423542343127867,5.2479750909870115e-06,0.01041829436803688
889,min_b_l_dR,ak4_jet0_eta,0.010948807712795505,0.0005416456614814949,0.01040716205131401
32,bjet0_pt,bjet_bijet_dEta,0.011397617824041566,0.0009923759991080985,0.010405241824933468
625,bjet_bijet_dPhi,nAK4_nonbtag,0.01079435723812767,0.00039060123077735466,0.010403756007350315
1926,ak4_jet2_phi,trijet_bijet_dEta,0.010407896094482508,5.809392250741285e-06,0.010402086702231767
2115,trijet_bijet_dEta,bjets_mbb,0.023221363600437715,0.012821400590774423,0.010399963009663293
526,min_b_lnu_dPhi,ak4_jet1_phi,0.010403407272122907,6.5958074060498695e-06,0.010396811464716858
973,all_pt,jj_lnu_dR,0.0120894086819512,0.0016939394724808376,0.010395469209470362
578,WW_pt,ak4_jet2_eta,0.010416147832895881,2.4120746531443304e-05,0.010392027086364438
1784,lep0_phi,all_sT,0.010397362953129607,6.037401220057581e-06,0.01039132555190955
1757,ak4_jet1_eta,all_sT,0.01054361643961458,0.0001564807320034306,0.010387135707611149
1879,met_phi,blnu_mT,0.010389725549997151,7.893522873239633e-06,0.010381832027123911
1899,ak4_jet1_phi,bjets_mean_pt,0.010385323513778535,6.431747386299869e-06,0.010378891766392236
465,ak4_jet1_pt,ak4_jet2_eta,0.010697937074385076,0.0003344908115401647,0.010363446262844911
670,ak4_jet2_pt,jj_lnu_dR,0.012792479514306218,0.002430540398677305,0.010361939115628913
1759,ak4_jet1_eta,jj_lnu_dPhi,0.010489322285502534,0.0001375547469603458,0.010351767538542188
209,ak4_jet2_bscore,jj_lnu_dEta,0.010931091924279466,0.0005847102356844151,0.01034638168859505
1348,ak4_jet3_bscore,WW_mInv,0.021274237593156855,0.010936934062557826,0.010337303530599029
2144,bjets_mbb,blnu_pt,0.06087699760376845,0.07121317453981851,0.010336176936050066
1488,trijet_mInv,ak4_jet2_eta,0.018196110090343786,0.00786021256981605,0.010335897520527736
1255,trijet_pt,ak4_jet1_eta,0.010766977597526272,0.0004333669569869525,0.01033361064053932
681,ak4_jet2_pt,bjet_bijet_dEta,0.011948454635899372,0.0016179830580418213,0.01033047157785755
354,min_b_l_dPhi,lep0_eta,0.010359580311368084,3.204697703044351e-05,0.01032753333433764
1730,ak4_jet3_phi,trijet_bijet_dEta,0.010326866824805311,6.724177561971689e-06,0.01032014264724334
1261,trijet_pt,ak4_jet1_phi,0.010318795874183849,6.457157978187467e-06,0.010312338716205662
2141,bb_lnu_dR,blnu_pt,0.04420785407124707,0.05451111782986127,0.0103032637586142
683,ak4_jet2_pt,ak4_jet0_eta,0.010494752609795016,0.0002168211698965472,0.010277931439898469
1132,blnu_lnu_mT,ak4_jet1_phi,0.010281774303291288,5.4834795697317196e-06,0.010276290823721557
97,ak4_jet0_pt,bjet1_pt,0.25801543559690676,0.24774490504228272,0.010270530554624041
1790,lep0_phi,bb_lnu_dR,0.01026176427050176,6.168317461294204e-06,0.010255595953040465
504,min_b_lnu_dPhi,jj_lnu_dEta,0.010820489159715879,0.0005704312365804182,0.01025005792313546
980,all_pt,trijet_mInv,0.014081668627638787,0.0038442003206481876,0.0102374683069906
1087,trijet_bijet_dR,ak4_jet1_phi,0.010241769326965279,5.0695142306059204e-06,0.010236699812734673
690,ak4_jet2_pt,met_phi,0.010234820173173332,5.140827964128514e-06,0.010229679345209203
2023,WW_mInv,bjets_mbb,0.014656729689377722,0.004431341892283648,0.010225387797094074
1414,WW_mT,lep0_phi,0.010229402023258356,6.195992262633676e-06,0.010223206030995722
1612,nAK4_btag,bjet_bijet_dR,0.012670058088869424,0.002447716101704675,0.010222341987164749
247,ak4_jet2_bscore,bb_lnu_dPhi,0.01350491201305069,0.0032895090103573256,0.010215403002693364
1343,ak4_jet3_bscore,ak4_jet2_phi,0.010217024556678132,4.711536762444513e-06,0.010212313019915688
759,all_mT,jj_lnu_dPhi,0.02219712818711549,0.012006594241327818,0.010190533945787672
1393,jj_l_dEta,bjets_dR,0.012746698850215933,0.00255984862518421,0.010186850225031723
1254,trijet_pt,ak4_jet3_phi,0.01018285200072874,6.6791302673965824e-06,0.010176172870461343
1169,jj_lnu_dEta,ak4_jet3_phi,0.010171766454881184,5.6114062402246034e-06,0.010166155048640959
349,min_b_l_dPhi,ak4_jet3_eta,0.010167273553705593,9.363709992438185e-06,0.010157909843713155
184,all_mInv,jj_lnu_dPhi,0.02259582433533177,0.012444800337230676,0.010151023998101093
228,ak4_jet2_bscore,ak4_jet3_eta,0.010326145152156217,0.00017971921432021615,0.010146425937836
840,ak4_jet0_bscore,ak4_jet3_phi,0.010148895034805528,6.267175673639602e-06,0.010142627859131888
892,min_b_l_dR,lep0_phi,0.010143279440292034,6.33685979508497e-06,0.010136942580496949
41,bjet0_pt,met_phi,0.010129352694915106,5.617820498522719e-06,0.010123734874416583
687,ak4_jet2_pt,ak4_jet2_eta,0.01083289225184119,0.000729328615224404,0.010103563636616786
1943,lep0_eta,bjets_dPhi,0.010137070892662327,3.634326473025973e-05,0.010100727627932068
1356,ak4_jet3_bscore,trijet_bijet_dEta,0.01576450713577101,0.005667044893586826,0.010097462242184184
352,min_b_l_dPhi,ak4_jet1_phi,0.010094631500985007,6.541776327299853e-06,0.010088089724657707
1843,ak4_jet3_eta,bjets_mbb,0.012572541689422824,0.0024872958170235673,0.010085245872399257
225,ak4_jet2_bscore,ak4_jet1_eta,0.010418750948496418,0.0003508755720898968,0.010067875376406521
972,all_pt,jj_lnu_dEta,0.010225158624427116,0.00016732923777861008,0.010057829386648506
1831,ak4_jet3_eta,met_pt,0.010073884153978255,1.823298590143685e-05,0.010055651168076819
894,min_b_l_dR,ak4_jet3_eta,0.010513553381194526,0.00046356505159903666,0.010049988329595489
1420,WW_mT,ak4_jet2_phi,0.010038309524179737,6.005309076101417e-06,0.010032304215103635
1789,lep0_phi,bjet_bijet_dR,0.010037720953076545,6.348842725566184e-06,0.010031372110350979
1889,met_phi,bjets_pt_bb,0.010033916789459807,5.381501750070794e-06,0.010028535287709736
1448,blnu_bl_mInv,ak4_jet0_eta,0.010982956395523668,0.0009657818165153334,0.010017174579008335
2072,blnu_mT,bb_lnu_dPhi,0.018022013538045386,0.008012886913720325,0.01000912662432506
1720,ak4_jet3_phi,mjj,0.010007773584110997,4.468168816801343e-06,0.010003305415294195
293,ak4_jet1_bscore,ak4_jet2_phi,0.010009062278523433,6.183706647865106e-06,0.010002878571875568
1417,WW_mT,nAK4,0.015350240383417077,0.025351667173275333,0.010001426789858256
1723,ak4_jet3_phi,all_jets_HT,0.01000100423916929,5.88665992925369e-06,0.009995117579240036
555,WW_pt,ak4_jet3_pt,0.050385243460293876,0.060365089738130616,0.00997984627783674
443,ak4_jet1_pt,all_pt,0.010970722841395157,0.0009982244925836325,0.009972498348811525
1656,bjet1_pt,met_phi,0.009966245617555918,5.571921983568706e-06,0.00996067369557235
1661,bjet1_pt,mjj,0.012147023276382014,0.0021866800799028308,0.009960343196479184
1493,trijet_mInv,ak4_jet2_phi,0.009965132956851308,6.517350562743052e-06,0.009958615606288565
929,ak4_jet3_pt,jj_l_dEta,0.010296653655774295,0.0003428736198194393,0.009953780035954856
857,ak4_jet0_bscore,blnu_mT,0.012263653654511484,0.0023114607187216633,0.009952192935789821
1023,jj_l_dPhi,ak4_jet3_bscore,0.011002428137061829,0.0010599365659262408,0.009942491571135588
1243,trijet_pt,ak4_jet3_bscore,0.015900833478811625,0.005986285395559246,0.00991454808325238
1418,WW_mT,met_phi,0.009911064070081261,7.146704091944012e-06,0.009903917365989317
1741,ak4_jet1_eta,ak4_jet3_eta,0.03605372180526122,0.02615445472694853,0.009899267078312693
522,min_b_lnu_dPhi,ak4_jet2_eta,0.009921308370059702,2.6455637832101253e-05,0.0098948527322276
1001,all_pt,all_jets_HT,0.01182831536329143,0.001936407489778292,0.009891907873513139
196,ak4_jet2_bscore,min_b_lnu_dPhi,0.010863648668859496,0.0009746075681903513,0.009889041100669144
920,ak4_jet3_pt,all_pt,0.010334936484086284,0.0004556249581088301,0.009879311525977454
1470,blnu_bl_mInv,trijet_bijet_dEta,0.01043929085363314,0.0005715822538566659,0.009867708599776474
80,ak4_jet0_pt,all_pt,0.012457089802171813,0.002596729126915054,0.009860360675256759
346,min_b_l_dPhi,ak4_jet1_eta,0.00991196238504757,5.184002535019161e-05,0.009860122359697378
1082,trijet_bijet_dR,lep0_phi,0.00986192900587107,6.348818274048984e-06,0.00985558018759702
2075,blnu_mT,bb_lnu_dR,0.01846349393053028,0.008617909122703375,0.009845584807826904
1397,jj_l_dEta,bb_lnu_dPhi,0.012413461801298844,0.00257153206615399,0.009841929735144854
1043,jj_l_dPhi,lep0_eta,0.010042717880450094,0.00020678085614011382,0.00983593702430998
1127,blnu_lnu_mT,lep0_phi,0.009824633324590326,9.952823945454103e-06,0.009814680500644872
1841,ak4_jet3_eta,bb_lnu_dR,0.011529306332750521,0.0017155192787192547,0.009813787054031266
1844,ak4_jet3_eta,blnu_pt,0.009888893340560454,8.021843725938144e-05,0.009808674903301073
1739,ak4_jet1_eta,lep0_phi,0.009807120267895705,7.0116369540254575e-06,0.00980010863094168
1950,lep0_eta,bjet_bijet_dR,0.009896895256446447,9.780638657023305e-05,0.009799088869876214
308,ak4_jet1_bscore,bb_lnu_dPhi,0.011704583243520948,0.0019123757488492925,0.009792207494671655
221,ak4_jet2_bscore,bjet_bijet_dEta,0.010163363707398058,0.000374034084405301,0.009789329622992757
288,ak4_jet1_bscore,ak4_jet2_eta,0.010053675769424585,0.0002649038135517437,0.009788771955872841
900,min_b_l_dR,trijet_bijet_dPhi,0.01940591350608217,0.009619875235261359,0.00978603827082081
1680,ak4_jet0_eta,ak4_jet3_phi,0.009787036352304723,5.629958216318842e-06,0.009781406394088404
939,ak4_jet3_pt,ak4_jet3_phi,0.00978936652537735,8.05057384045682e-06,0.009781315951536893
1003,all_pt,met_pt,0.014389771610602568,0.004609728810131785,0.009780042800470783
1722,ak4_jet3_phi,WW_mInv,0.009775665405099138,5.738801941365668e-06,0.009769926603157772
633,bjet_bijet_dPhi,ak4_jet2_eta,0.009793293140167404,2.862095022219263e-05,0.009764672189945211
1453,blnu_bl_mInv,ak4_jet3_eta,0.010302805053287772,0.0005442637882795143,0.009758541265008257
898,min_b_l_dR,ak4_jet2_phi,0.009758181459392532,5.468343789616359e-06,0.009752713115602916
1890,met_phi,bjets_mbb,0.009750248770189821,4.830768686757414e-06,0.009745418001503064
1273,trijet_pt,bjets_dR,0.03593245933409139,0.02619106808126894,0.009741391252822452
1736,ak4_jet3_phi,bjets_pt_bb,0.009741973774080839,6.397645087162507e-06,0.009735576128993676
940,ak4_jet3_pt,ak4_jet1_eta,0.009739125954620405,1.5936047002722276e-05,0.009723189907617683
971,all_pt,blnu_lnu_mT,0.015142555436590446,0.005421138847486604,0.009721416589103842
257,ak4_jet1_bscore,min_b_lnu_dPhi,0.011179343450181047,0.0014580169844121069,0.00972132646576894
1908,ak4_jet1_phi,bjets_dEta,0.009726425784954428,7.043106195897542e-06,0.00971938267875853
844,ak4_jet0_bscore,ak4_jet3_eta,0.009906790805107958,0.0002001048296761225,0.009706685975431836
1830,ak4_jet3_eta,bjets_mean_pt,0.009699003031576267,3.579696098470614e-05,0.009663206070591561
674,ak4_jet2_pt,jj_l_dEta,0.01024484601690763,0.0005848816640447695,0.00965996435286286
1880,met_phi,bjets_dPhi,0.009664239603559423,6.375852520057457e-06,0.009657863751039365
994,all_pt,ak4_jet1_phi,0.009656339375265499,7.210918745656492e-06,0.009649128456519843
1910,ak4_jet1_phi,bb_lnu_dR,0.009644834283959552,5.356499299648265e-06,0.009639477784659903
1719,ak4_jet3_phi,trijet_bijet_dPhi,0.009608869298756643,6.2796235387324595e-06,0.009602589675217911
913,min_b_l_dR,bb_lnu_dPhi,0.07836243658492972,0.06876651261877155,0.009595923966158174
636,bjet_bijet_dPhi,met_phi,0.009597071473056742,6.746712170220548e-06,0.009590324760886521
406,lep0_pt,lep0_phi,0.009589764267618744,7.466635697638002e-06,0.009582297631921106
1008,all_pt,trijet_bijet_dEta,0.009780963385448878,0.00022210109210831636,0.009558862293340561
1352,ak4_jet3_bscore,blnu_mT,0.012748361899854389,0.0032050251519408976,0.009543336747913491
804,trijet_pt_rat,bjets_mean_pt,0.023446030096782915,0.01391499501347713,0.009531035083305784
1837,ak4_jet3_eta,jj_lnu_dPhi,0.009541030304376443,2.624125596330934e-05,0.009514789048413134
1258,trijet_pt,ak4_jet3_eta,0.00967610015850405,0.00016235628900836824,0.009513743869495682
1818,ak4_jet2_eta,bjets_mbb,0.011706720657778641,0.0021990941367705415,0.0095076265210081
1906,ak4_jet1_phi,jj_lnu_dPhi,0.00951279145382013,6.380584369476694e-06,0.009506410869450654
1319,jj_l_dR,bjets_dEta,0.012349406419282144,0.0028439050891688814,0.009505501330113263
103,ak4_jet0_pt,ak4_jet3_eta,0.009610032819832998,0.0001067686228584247,0.009503264196974573
1219,jj_lnu_dR,ak4_jet1_phi,0.009505866187682892,5.852401868719492e-06,0.009500013785814172
297,ak4_jet1_bscore,bb_lnu_dEta,0.010285418583270846,0.0007863626538678753,0.00949905592940297
1676,bjet1_pt,bb_lnu_dR,0.013614170198483592,0.0041215605770995485,0.009492609621384044
1639,bjet_bijet_dEta,all_sT,0.01269622437283478,0.003210851063294478,0.009485373309540301
1791,lep0_phi,bjets_pt_bb,0.009481836766949261,5.661950511916258e-06,0.009476174816437345
512,min_b_lnu_dPhi,trijet_mInv,0.014553528321184808,0.00508546698474131,0.009468061336443498
1916,ak4_jet2_phi,mjj,0.009469757704418161,5.835412319882272e-06,0.00946392229209828
1048,jj_l_dPhi,all_jets_HT,0.016944475364966936,0.007518659230698669,0.009425816134268267
106,ak4_jet0_pt,ak4_jet1_phi,0.009430668227790043,6.3719041943285926e-06,0.009424296323595715
384,lep0_pt,ak4_jet3_pt,0.013493493042954281,0.0040726113381413485,0.009420881704812933
1009,all_pt,jj_lnu_dPhi,0.011555257484863128,0.00215158254514701,0.009403674939716118
1509,trijet_mInv,bjets_dEta,0.014119315272170967,0.004721220911001432,0.009398094361169534
1823,ak4_jet3_eta,ak4_jet2_phi,0.009402994985427626,6.561490977739781e-06,0.009396433494449886
1642,bjet_bijet_dEta,bb_lnu_dPhi,0.011050906902297847,0.001660785422447155,0.009390121479850692
1838,ak4_jet3_eta,bb_lnu_dPhi,0.009404020050127231,1.718109865741363e-05,0.009386838951469818
1197,jj_lnu_dEta,bjets_mbb,0.01056270090732106,0.001178280218967185,0.009384420688353875
1089,trijet_bijet_dR,lep0_eta,0.009915897663721574,0.000537958894119478,0.009377938769602096
1709,ak4_jet0_eta,blnu_pt,0.009437635480484183,6.937448019885689e-05,0.009368261000285327
353,min_b_l_dPhi,ak4_jet2_phi,0.009373671069723186,6.177253371167368e-06,0.009367493816352018
64,bjet0_pt,blnu_pt,0.06829284520792263,0.07765021364925533,0.009357368441332697
817,trijet_pt_rat,bjets_mbb,0.03384835888577288,0.02450375282743427,0.00934460605833861
1303,jj_l_dR,ak4_jet2_phi,0.009331268207965236,5.29330308754461e-06,0.009325974904877691
1813,ak4_jet2_eta,bb_lnu_dPhi,0.009381382305222657,5.907973539558825e-05,0.009322302569827069
583,WW_pt,ak4_jet2_phi,0.009312156882799901,5.595130338272025e-06,0.009306561752461629
