,i,j,MI_S,MI_B,delta
241,ak4_jet2_bscore,blnu_mT,0.014007678841594491,0.002062566471333918,0.011945112370260573
869,ak4_jet0_bscore,blnu_pt,0.01833443873785593,0.0063922178625429316,0.011942220875312999
1670,bjet1_pt,all_sT,0.09322840605881366,0.10516292256445649,0.011934516505642825
1915,ak4_jet2_phi,trijet_bijet_dPhi,0.011939927107387217,5.824944015388189e-06,0.011934102163371828
1728,ak4_jet3_phi,bjets_dR,0.01193797929148466,4.88633016507839e-06,0.011933092961319582
1924,ak4_jet2_phi,bjets_dR,0.011937530065828067,5.481275625149329e-06,0.011932048790202918
747,all_mT,trijet_bijet_dPhi,0.02477283170320742,0.036704388524339354,0.011931556821131933
1372,jj_l_dEta,bjet1_pt,0.012038236879322275,0.00010956979820552631,0.01192866708111675
1891,met_phi,blnu_pt,0.011913698069011786,7.566901652440727e-06,0.011906131167359345
351,min_b_l_dPhi,met_phi,0.011897057555284363,5.518906222315434e-06,0.011891538649062047
1825,ak4_jet3_eta,trijet_bijet_dPhi,0.011947752501946404,5.7984705845282036e-05,0.011889767796101122
584,WW_pt,lep0_eta,0.011931405356622155,4.538030000163923e-05,0.011886025056620515
1158,jj_lnu_dEta,ak4_jet3_bscore,0.01232863858141348,0.0004459349281501143,0.011882703653263365
262,ak4_jet1_bscore,trijet_pt_rat,0.01394506611626407,0.002063616186956392,0.011881449929307678
520,min_b_lnu_dPhi,ak4_jet1_eta,0.011955127194500564,7.52370111723813e-05,0.011879890183328183
1698,ak4_jet0_eta,bjets_dPhi,0.01217650033216642,0.0003037633670369688,0.01187273696512945
1986,mjj,bjets_dEta,0.01211319875356089,0.0002530995508461531,0.011860099202714736
1898,ak4_jet1_phi,all_jets_HT,0.011856242416818864,6.52813649425904e-06,0.011849714280324605
798,trijet_pt_rat,lep0_eta,0.012062709351902637,0.00021611592272196417,0.011846593429180673
1330,ak4_jet3_bscore,nAK4_nonbtag,0.034440124872213054,0.022593770126202135,0.01184635474601092
172,all_mInv,trijet_bijet_dPhi,0.024900978220222438,0.03674329602992764,0.0118423178097052
1357,ak4_jet3_bscore,jj_lnu_dPhi,0.014615374278046964,0.002774679370507599,0.011840694907539365
1733,ak4_jet3_phi,bjets_dEta,0.011844325671051613,4.142252920162626e-06,0.01184018341813145
1726,ak4_jet3_phi,blnu_mT,0.011843934730281624,5.470211096356148e-06,0.011838464519185268
2073,blnu_mT,bjets_dEta,0.015525495174861955,0.003687370264397128,0.011838124910464827
1084,trijet_bijet_dR,ak4_jet3_eta,0.015884982647609305,0.004050579379356104,0.011834403268253201
1325,ak4_jet3_bscore,jj_l_dEta,0.012062623939423887,0.00022975134779155623,0.011832872591632331
1786,lep0_phi,jj_lnu_dPhi,0.011835243653147476,7.290163660092497e-06,0.011827953489487383
1402,jj_l_dEta,bjets_mbb,0.013326241144946124,0.0015031777071553738,0.01182306343779075
1212,jj_lnu_dR,ak4_jet3_phi,0.01181821715141573,5.342404873487361e-06,0.011812874746542242
226,ak4_jet2_bscore,lep0_phi,0.011815893395241278,7.01501708937069e-06,0.011808878378151907
403,lep0_pt,ak4_jet0_eta,0.011817189305283526,1.3226127059472181e-05,0.011803963178224054
1327,ak4_jet3_bscore,blnu_bl_mInv,0.014620420617587827,0.002822382987776602,0.011798037629811225
1902,ak4_jet1_phi,bjets_dPhi,0.011798143002169633,6.7230364030057554e-06,0.011791419965766627
1351,ak4_jet3_bscore,met_pt,0.012733707087171114,0.0009503831926343763,0.011783323894536738
1783,lep0_phi,bjets_dR,0.01178734652148532,5.294713573689158e-06,0.011782051807911632
1187,jj_lnu_dEta,bjets_dPhi,0.011800899067626491,4.587324664231951e-05,0.011755025820984172
2008,bb_lnu_dEta,blnu_pt,0.012411788456330477,0.000665638005003872,0.011746150451326605
168,all_mInv,met_phi,0.011754129846408525,8.063881813208384e-06,0.011746065964595317
1403,jj_l_dEta,blnu_pt,0.01569785015651682,0.00395189732689908,0.01174595282961774
1316,jj_l_dR,trijet_bijet_dEta,0.020361637070857374,0.0086157501878735,0.011745886882983874
1872,met_phi,trijet_bijet_dPhi,0.011740210802388996,6.143796802277057e-06,0.01173406700558672
1299,jj_l_dR,ak4_jet3_eta,0.012990751745179049,0.001264584104336764,0.011726167640842285
284,ak4_jet1_bscore,ak4_jet0_eta,0.011972678210357753,0.00024886223074076924,0.011723815979616983
571,WW_pt,nAK4_btag,0.012224197326787825,0.0005020467261305506,0.011722150600657275
521,min_b_lnu_dPhi,lep0_phi,0.011724600901452432,6.075978186699527e-06,0.011718524923265732
1419,WW_mT,ak4_jet1_phi,0.011712170427513876,6.061956816988401e-06,0.011706108470696888
735,all_mT,bjet1_pt,0.05278949009554343,0.06448507040128772,0.011695580305744288
163,all_mInv,ak4_jet1_eta,0.023500228488120598,0.011809253168761115,0.011690975319359483
1751,ak4_jet1_eta,all_jets_HT,0.011927520231529497,0.00023852849682211297,0.011688991734707384
1410,WW_mT,bjet1_pt,0.0217030439770486,0.010020188724265692,0.011682855252782908
739,all_mT,lep0_phi,0.01168879626677359,7.2433909557231835e-06,0.011681552875817867
1717,ak4_jet3_phi,ak4_jet2_phi,0.015207157784104933,0.0035355166048562127,0.01167164117924872
1186,jj_lnu_dEta,blnu_mT,0.0125229267123214,0.0008533921724069547,0.011669534539914445
1877,met_phi,bjets_mean_pt,0.011666808216962036,6.0254316663690966e-06,0.011660782785295667
1006,all_pt,bjets_dR,0.011934996606711695,0.0002749143029966289,0.011660082303715066
1729,ak4_jet3_phi,all_sT,0.011654701290135069,5.461813843685159e-06,0.011649239476291384
5,bjet0_pt,lep0_pt,0.015306097692057284,0.003658486156257478,0.011647611535799806
1253,trijet_pt,ak4_jet0_eta,0.011699726919948382,5.228622839047181e-05,0.01164744069155791
1335,ak4_jet3_bscore,ak4_jet3_phi,0.011747193902599047,0.00010098459644104774,0.011646209306158
1263,trijet_pt,lep0_eta,0.012205450155576933,0.0005598147577635104,0.011645635397813422
100,ak4_jet0_pt,ak4_jet1_eta,0.011945721382594428,0.00030347297285443844,0.01164224840973999
619,bjet_bijet_dPhi,ak4_jet3_bscore,0.012594637252421527,0.0009550304326086285,0.011639606819812898
1815,ak4_jet2_eta,bjet_bijet_dR,0.016413263382831368,0.004775361526897771,0.011637901855933597
1452,blnu_bl_mInv,ak4_jet2_eta,0.012393976646040843,0.0007583403738947621,0.011635636272146081
1460,blnu_bl_mInv,mjj,0.014623426762142025,0.0029932926795728267,0.011630134082569198
631,bjet_bijet_dPhi,ak4_jet1_eta,0.011659758154882672,4.2022110932890544e-05,0.011617736043949781
99,ak4_jet0_pt,ak4_jet3_phi,0.011616438541234269,5.081590344499509e-06,0.01161135695088977
1411,WW_mT,ak4_jet0_eta,0.02923419542048929,0.017624032978987434,0.011610162441501856
1992,bb_lnu_dEta,WW_mInv,0.011903763390561886,0.0002940263920645121,0.011609736998497374
1042,jj_l_dPhi,ak4_jet2_phi,0.01161063997884124,4.983692114608751e-06,0.011605656286726631
523,min_b_lnu_dPhi,ak4_jet3_eta,0.011615931299263593,1.0584009188220611e-05,0.011605347290075372
1738,ak4_jet3_phi,blnu_pt,0.011605368895307173,5.154704981344405e-06,0.011600214190325829
1935,lep0_eta,trijet_bijet_dPhi,0.011674527179418033,7.579622893831572e-05,0.011598730950479717
744,all_mT,ak4_jet1_phi,0.01160064131384305,6.56516473707125e-06,0.01159407614910598
718,all_mT,all_pt,0.017642136163385745,0.006049982784916698,0.011592153378469047
1693,ak4_jet0_eta,WW_mInv,0.030107491028864723,0.01851749757971736,0.011589993449147365
336,min_b_l_dPhi,WW_mT,0.016320967451587662,0.004740556747099809,0.011580410704487853
160,all_mInv,bjet1_pt,0.05279281153236362,0.06436684165075,0.011574030118386383
1871,met_phi,lep0_eta,0.011570540724002716,6.285080542324517e-06,0.011564255643460392
951,ak4_jet3_pt,bb_lnu_dEta,0.011641361654108118,7.819105070150378e-05,0.011563170603406614
37,bjet0_pt,lep0_phi,0.011568152075326764,6.020384239149856e-06,0.011562131691087614
1900,ak4_jet1_phi,met_pt,0.011560044477308028,4.680766752682142e-06,0.011555363710555346
1897,ak4_jet1_phi,WW_mInv,0.011558399776727683,5.740259362251032e-06,0.011552659517365432
455,ak4_jet1_pt,trijet_mInv,0.12313530281996393,0.11160156421377512,0.01153373860618881
1005,all_pt,bjets_dPhi,0.011910101323548805,0.00037653192805424743,0.011533569395494558
1494,trijet_mInv,lep0_eta,0.011552173813632206,2.045367799675263e-05,0.011531720135635453
1133,blnu_lnu_mT,ak4_jet2_phi,0.01153113111528085,4.693073301316464e-06,0.011526438041979534
326,min_b_l_dPhi,all_pt,0.012043194889996545,0.0005195446467421566,0.011523650243254389
1703,ak4_jet0_eta,bb_lnu_dPhi,0.011567125420731239,4.771495085053451e-05,0.011519410469880705
1295,jj_l_dR,ak4_jet3_phi,0.01151670135518187,4.961967755789942e-06,0.01151173938742608
1947,lep0_eta,jj_lnu_dPhi,0.011713262214980952,0.00020365814900995954,0.011509604065970992
473,ak4_jet1_pt,mjj,0.0783692862709032,0.06686554810493307,0.011503738165970126
1785,lep0_phi,trijet_bijet_dEta,0.011506348236279388,5.680136222353804e-06,0.011500668100057034
500,min_b_lnu_dPhi,all_pt,0.012707991034785808,0.001213644955261925,0.011494346079523883
169,all_mInv,ak4_jet1_phi,0.011499510805692583,6.692910308421507e-06,0.011492817895384162
239,ak4_jet2_bscore,bjets_mean_pt,0.020205976483499772,0.008718560743718,0.011487415739781771
1492,trijet_mInv,ak4_jet1_phi,0.011483214675996407,5.822390186711879e-06,0.011477392285809695
1940,lep0_eta,bjets_mean_pt,0.011639380147120244,0.00016333168912193233,0.011476048457998312
514,min_b_lnu_dPhi,nAK4_nonbtag,0.012934266594087588,0.0014621823162442038,0.011472084277843384
1903,ak4_jet1_phi,bjets_dR,0.011471566757898118,4.238354353376661e-06,0.011467328403544742
1185,jj_lnu_dEta,met_pt,0.017330837923114694,0.005863926299656444,0.01146691162345825
509,min_b_lnu_dPhi,jj_l_dEta,0.011940327712840811,0.0004739500634546069,0.011466377649386204
686,ak4_jet2_pt,lep0_phi,0.011471299043858109,5.510621446734587e-06,0.011465788422411374
946,ak4_jet3_pt,ak4_jet1_phi,0.011472737240375081,7.001654024146875e-06,0.011465735586350934
1691,ak4_jet0_eta,mjj,0.02363594224522401,0.012184543050136453,0.011451399195087558
193,ak4_jet2_bscore,min_b_l_dPhi,0.011943268104045633,0.0004919570796435152,0.011451311024402118
714,all_mT,trijet_pt_rat,0.027652343746065542,0.03910315508857966,0.011450811342514116
1944,lep0_eta,bjets_dR,0.011663797393955271,0.00021897275775574487,0.011444824636199526
627,bjet_bijet_dPhi,bjet_bijet_dEta,0.017451572564341235,0.006010425885058429,0.011441146679282806
245,ak4_jet2_bscore,trijet_bijet_dEta,0.01404877332004599,0.0026082369174595978,0.011440536402586392
1347,ak4_jet3_bscore,bb_lnu_dEta,0.01204810042283596,0.0006112396875330023,0.011436860735302957
1626,bjet_bijet_dEta,ak4_jet1_phi,0.01143837651462281,6.032524349913748e-06,0.011432343990272896
638,bjet_bijet_dPhi,ak4_jet2_phi,0.011436640251670457,6.098041870218618e-06,0.011430542209800238
574,WW_pt,ak4_jet0_eta,0.011760090638288385,0.0003320433553584204,0.011428047282929964
1930,ak4_jet2_phi,bjet_bijet_dR,0.011431918878590033,7.338530994216441e-06,0.011424580347595817
194,ak4_jet2_bscore,lep0_pt,0.011645549178767103,0.00022307771958962608,0.011422471459177477
1382,jj_l_dEta,ak4_jet2_phi,0.01142676132698665,5.160888121039098e-06,0.011421600438865611
44,bjet0_pt,lep0_eta,0.011524673534143211,0.00010619021279264368,0.011418483321350568
941,ak4_jet3_pt,lep0_phi,0.011423474482061623,6.77564717531387e-06,0.011416698834886309
321,min_b_l_dPhi,all_mT,0.017991715617683444,0.006575236650262231,0.011416478967421213
1914,ak4_jet2_phi,lep0_eta,0.01142172771579673,5.715165697896263e-06,0.011416012550098834
827,ak4_jet0_bscore,trijet_pt,0.03308177123705437,0.02167253138176304,0.011409239855291332
253,ak4_jet2_bscore,blnu_pt,0.014668477612434241,0.00326653741976618,0.011401940192668061
945,ak4_jet3_pt,met_phi,0.011407436585483086,6.9275503594978805e-06,0.011400509035123588
1696,ak4_jet0_eta,met_pt,0.011581666952015273,0.00018453362449484534,0.011397133327520428
1695,ak4_jet0_eta,bjets_mean_pt,0.01190534313264643,0.0005112848011257429,0.011394058331520688
532,min_b_lnu_dPhi,WW_mInv,0.020202988996057658,0.008812308245490487,0.011390680750567171
238,ak4_jet2_bscore,all_jets_HT,0.021403604995043866,0.010013362141860807,0.011390242853183059
88,ak4_jet0_pt,ak4_jet3_bscore,0.015264575624394507,0.0038795072323251564,0.011385068392069351
468,ak4_jet1_pt,met_phi,0.011390229149918878,6.054318767462208e-06,0.011384174831151415
1386,jj_l_dEta,bb_lnu_dEta,0.03464681809078673,0.0460218215587832,0.01137500346799647
1767,lep0_phi,ak4_jet2_eta,0.01137967846810705,6.407420783172135e-06,0.011373271047323878
789,trijet_pt_rat,ak4_jet3_phi,0.011379000811087881,5.9737051471414615e-06,0.01137302710594074
314,ak4_jet1_bscore,blnu_pt,0.014558375693716104,0.003186513328420789,0.011371862365295315
1921,ak4_jet2_phi,met_pt,0.011375469158507557,4.55387707702648e-06,0.01137091528143053
1887,met_phi,bjet_bijet_dR,0.011375213560705515,6.309322420232355e-06,0.011368904238285283
672,ak4_jet2_pt,jj_l_dR,0.013778400440478882,0.002410051288633294,0.011368349151845588
1735,ak4_jet3_phi,bb_lnu_dR,0.01137276210118392,6.432135899826774e-06,0.011366329965284094
330,min_b_l_dPhi,jj_lnu_dEta,0.011649873011736457,0.00029344554072467666,0.01135642747101178
879,min_b_l_dR,ak4_jet3_bscore,0.012560267136857282,0.0012051306179181424,0.01135513651893914
1069,trijet_bijet_dR,ak4_jet3_bscore,0.025708759001958653,0.014354359623511798,0.011354399378446855
1819,ak4_jet2_eta,blnu_pt,0.01156639207819149,0.00021600383337416762,0.011350388244817322
1933,ak4_jet2_phi,bjets_mbb,0.01135681688199204,7.084014840771924e-06,0.011349732867151269
1353,ak4_jet3_bscore,bjets_dPhi,0.01544394705150456,0.004100909622363057,0.011343037429141504
231,ak4_jet2_bscore,ak4_jet1_phi,0.011344999184035448,4.7841355859806756e-06,0.011340215048449467
1297,jj_l_dR,lep0_phi,0.011341177553280752,8.068917177847523e-06,0.011333108636102904
887,min_b_l_dR,bjet_bijet_dEta,0.013725862987044271,0.0023974870556058327,0.011328375931438438
1091,trijet_bijet_dR,mjj,0.029112982166355935,0.017786391011965982,0.011326591154389953
1328,ak4_jet3_bscore,trijet_mInv,0.01428779006932428,0.002971867447566303,0.011315922621757978
1724,ak4_jet3_phi,bjets_mean_pt,0.011313221879653657,5.629877661755822e-06,0.011307592001991901
220,ak4_jet2_bscore,nAK4_btag,0.04358574369014246,0.03228822459014487,0.011297519099997592
925,ak4_jet3_pt,jj_lnu_dR,0.012354960670847091,0.0010680196048899887,0.011286941065957103
285,ak4_jet1_bscore,ak4_jet3_phi,0.011289941972046094,6.297149599092389e-06,0.011283644822447002
1920,ak4_jet2_phi,bjets_mean_pt,0.011278967648713042,5.532262878499283e-06,0.011273435385834543
634,bjet_bijet_dPhi,ak4_jet3_eta,0.01128388693180793,1.628653364148247e-05,0.011267600398166447
1412,WW_mT,ak4_jet3_phi,0.01127212416624641,5.2369677562211225e-06,0.01126688719849019
1485,trijet_mInv,ak4_jet3_phi,0.01127226980663201,5.709884579152558e-06,0.011266559922052857
1334,ak4_jet3_bscore,ak4_jet0_eta,0.011551213262824399,0.00028625702944192616,0.011264956233382473
1010,all_pt,bb_lnu_dPhi,0.015844691373237584,0.004582221852842624,0.01126246952039496
1497,trijet_mInv,bb_lnu_dEta,0.011876750970449337,0.0006143860660730166,0.01126236490437632
1265,trijet_pt,mjj,0.04912960961436447,0.0378762380298301,0.011253371584534363
56,bjet0_pt,trijet_bijet_dEta,0.015296458542238468,0.004043844040418916,0.011252614501819552
577,WW_pt,lep0_phi,0.011251654592216297,6.890209716170492e-06,0.011244764382500126
1337,ak4_jet3_bscore,lep0_phi,0.011248760945705219,6.184670057210462e-06,0.011242576275648009
428,lep0_pt,bjets_dEta,0.011287717235956726,4.914500149007239e-05,0.011238572234466653
1686,ak4_jet0_eta,met_phi,0.011247271843130374,1.793478968999812e-05,0.011229337053440376
301,ak4_jet1_bscore,met_pt,0.011792521176628008,0.0005704902440697816,0.011222030932558226
385,lep0_pt,all_pt,0.011986520766742125,0.0007793104321229261,0.011207210334619199
890,min_b_l_dR,ak4_jet3_phi,0.011203850838782427,6.4459551770076895e-06,0.011197404883605419
127,ak4_jet0_pt,bjets_mbb,0.0935126819735029,0.10470755026727331,0.011194868293770407
721,all_mT,blnu_lnu_mT,0.16766993091942833,0.15647614833508894,0.011193782584339396
793,trijet_pt_rat,ak4_jet3_eta,0.011214349308307923,2.1552277991755686e-05,0.011192797030316167
1699,ak4_jet0_eta,bjets_dR,0.015686579685943742,0.0045030668892753895,0.011183512796668352
630,bjet_bijet_dPhi,ak4_jet3_phi,0.011186103262262832,4.880478723823245e-06,0.011181222783539009
1513,trijet_mInv,bjets_mbb,0.03948776422825907,0.02830676001949677,0.011181004208762304
1953,lep0_eta,bjets_mbb,0.011405713426600062,0.0002313757704472258,0.011174337656152836
1007,all_pt,all_sT,0.015655615058394134,0.004488558684030787,0.011167056374363347
1727,ak4_jet3_phi,bjets_dPhi,0.011170023685554694,7.307795995586952e-06,0.011162715889559107
1904,ak4_jet1_phi,all_sT,0.011168920920749198,7.038205019793686e-06,0.011161882715729404
404,lep0_pt,ak4_jet3_phi,0.011160716568701285,5.693865665859499e-06,0.011155022703035426
1777,lep0_phi,WW_mInv,0.011160805743244573,6.1681628694271184e-06,0.011154637580375146
1315,jj_l_dR,all_sT,0.02109826246579488,0.009944779151806426,0.011153483313988456
1456,blnu_bl_mInv,ak4_jet1_phi,0.011152029725958235,6.601338798963019e-06,0.011145428387159272
1214,jj_lnu_dR,lep0_phi,0.011142697805109025,6.64378382790598e-06,0.011136054021281119
1694,ak4_jet0_eta,all_jets_HT,0.011503563801186608,0.0003676751485602245,0.011135888652626384
1625,bjet_bijet_dEta,met_phi,0.01113495906524566,6.1984439703802185e-06,0.01112876062127528
871,min_b_l_dR,all_pt,0.011890662530779198,0.0007780072363317639,0.011112655294447434
464,ak4_jet1_pt,lep0_phi,0.011111073938854,5.5157805251213055e-06,0.01110555815832888
737,all_mT,ak4_jet3_phi,0.01111098303650783,5.600464809886463e-06,0.011105382571697943
1912,ak4_jet1_phi,bjets_mbb,0.01110760398509791,6.50866782262588e-06,0.011101095317275284
42,bjet0_pt,ak4_jet1_phi,0.011097464211363105,7.283767933338736e-06,0.011090180443429767
1833,ak4_jet3_eta,bjets_dPhi,0.011094536059114438,1.7763121659727932e-05,0.01107677293745471
738,all_mT,ak4_jet1_eta,0.022901969882750676,0.011827270570093116,0.01107469931265756
207,ak4_jet2_bscore,trijet_bijet_dR,0.01913590271532063,0.008082001243518648,0.01105390147180198
447,ak4_jet1_pt,jj_lnu_dEta,0.012326814712753945,0.0012750268908354387,0.011051787821918506
976,all_pt,ak4_jet3_bscore,0.011190886724368514,0.00014147589280084916,0.011049410831567665
408,lep0_pt,ak4_jet3_eta,0.011067520971662977,1.991754134084145e-05,0.011047603430322135
130,all_mInv,ak4_jet1_bscore,0.013040426354513433,0.002014447049041714,0.011025979305471719
1652,bjet1_pt,lep0_phi,0.011026983092956858,6.22244866943511e-06,0.011020760644287423
236,ak4_jet2_bscore,bb_lnu_dEta,0.011244370761044373,0.0002244803277241872,0.011019890433320186
1919,ak4_jet2_phi,all_jets_HT,0.01102110246296683,5.764522837528596e-06,0.0110153379401293
847,ak4_jet0_bscore,ak4_jet1_phi,0.011027107290285158,1.1898577452866543e-05,0.011015208712832292
837,ak4_jet0_bscore,bjet_bijet_dEta,0.01154099912088804,0.0005285855534717977,0.011012413567416243
1768,lep0_phi,ak4_jet3_eta,0.011014851561356759,5.597504056605029e-06,0.011009254057300154
1125,blnu_lnu_mT,ak4_jet3_phi,0.011009477484309506,5.46752703832476e-06,0.011004009957271181
1829,ak4_jet3_eta,all_jets_HT,0.011215304716362017,0.00021183395722201154,0.011003470759140006
1307,jj_l_dR,bb_lnu_dEta,0.016195668705402684,0.005193727020573361,0.011001941684829323
298,ak4_jet1_bscore,WW_mInv,0.012662226070457958,0.0016658971433258958,0.010996328927132062
525,min_b_lnu_dPhi,met_phi,0.010981194537631182,6.3114651363480045e-06,0.010974883072494834
1732,ak4_jet3_phi,bb_lnu_dPhi,0.01097658924096213,6.760204668693204e-06,0.010969829036293437
1907,ak4_jet1_phi,bb_lnu_dPhi,0.010971806148029815,6.700494408200253e-06,0.010965105653621614
797,trijet_pt_rat,ak4_jet2_phi,0.010968499216048411,5.329806994601449e-06,0.01096316940905381
1923,ak4_jet2_phi,bjets_dPhi,0.0109650690088787,6.880653877820719e-06,0.01095818835500088
1700,ak4_jet0_eta,all_sT,0.01129853080568836,0.0003468427160987983,0.010951688089589563
98,ak4_jet0_pt,ak4_jet0_eta,0.011182849123350772,0.00023839362363790167,0.01094445549971287
1721,ak4_jet3_phi,bb_lnu_dEta,0.010943430806978183,5.962520784545677e-06,0.010937468286193637
148,all_mInv,jj_lnu_dR,0.03596426707936918,0.025034059755131337,0.010930207324237842
990,all_pt,ak4_jet2_eta,0.01155943268345654,0.0006322311020663732,0.010927201581390166
1035,jj_l_dPhi,ak4_jet1_eta,0.011039790176794056,0.00011380033602893108,0.010925989840765125
993,all_pt,met_phi,0.01093580164889556,1.3594769787454719e-05,0.010922206879108106
89,ak4_jet0_pt,jj_l_dEta,0.011480773800670176,0.0005602690032531152,0.01092050479741706
1088,trijet_bijet_dR,ak4_jet2_phi,0.010926514033832893,6.350903652044271e-06,0.010920163130180849
306,ak4_jet1_bscore,trijet_bijet_dEta,0.011942883800568078,0.0010235510894774612,0.010919332711090617
244,ak4_jet2_bscore,all_sT,0.018625379846852474,0.0077071118219555305,0.010918268024896944
1896,ak4_jet1_phi,bb_lnu_dEta,0.010922001587959914,7.108032707606182e-06,0.010914893555252308
405,lep0_pt,ak4_jet1_eta,0.01093911070131941,2.6211520994086357e-05,0.010912899180325324
1487,trijet_mInv,lep0_phi,0.010913427368271535,6.248357857965847e-06,0.010907179010413569
393,lep0_pt,ak4_jet3_bscore,0.011341371910087578,0.0004386613265962777,0.0109027105834913
233,ak4_jet2_bscore,lep0_eta,0.01098296813330657,8.134838008165557e-05,0.010901619753224914
1284,jj_l_dR,ak4_jet3_bscore,0.011827736445026597,0.0009266981463338063,0.010901038298692791
938,ak4_jet3_pt,ak4_jet0_eta,0.011236283787836365,0.0003365622056445833,0.010899721582191782
1218,jj_lnu_dR,met_phi,0.010905019148183814,7.306326845937794e-06,0.010897712821337877
2035,all_jets_HT,bjet_bijet_dR,0.021396394613981344,0.010510741954831575,0.010885652659149769
1380,jj_l_dEta,met_phi,0.010884494636594532,5.207240226130783e-06,0.010879287396368401
1344,ak4_jet3_bscore,lep0_eta,0.010929177014818398,5.849415724150375e-05,0.010870682857576894
1484,trijet_mInv,ak4_jet0_eta,0.03143591961674712,0.0205700826422083,0.010865836974538818
1778,lep0_phi,all_jets_HT,0.010869790565766865,5.101543000832209e-06,0.010864689022766032
891,min_b_l_dR,ak4_jet1_eta,0.011797876994680389,0.0009346741341189589,0.01086320286056143
1394,jj_l_dEta,all_sT,0.012629829767659619,0.0017679476065156421,0.010861882161143976
469,ak4_jet1_pt,ak4_jet1_phi,0.010865596246823643,7.646014536129286e-06,0.010857950232287514
1657,bjet1_pt,ak4_jet1_phi,0.010863634772322748,8.013455907153466e-06,0.010855621316415594
665,ak4_jet2_pt,all_pt,0.0115511159476306,0.0007001931704442785,0.010850922777186321
43,bjet0_pt,ak4_jet2_phi,0.010850698464832217,6.105789265048456e-06,0.010844592675567168
693,ak4_jet2_pt,lep0_eta,0.010985107797437117,0.00014117338896715154,0.010843934408469966
162,all_mInv,ak4_jet3_phi,0.010840610321307703,5.952157809067937e-06,0.010834658163498635
487,ak4_jet1_pt,bjet_bijet_dR,0.01820177636139233,0.007372623231014588,0.010829153130377741
1075,trijet_bijet_dR,nAK4_nonbtag,0.03637773153016574,0.025549245177031,0.010828486353134742
1737,ak4_jet3_phi,bjets_mbb,0.010833397519187264,6.0295782307318024e-06,0.010827367940956532
235,ak4_jet2_bscore,mjj,0.01499283746289459,0.004171056032100707,0.010821781430793882
214,ak4_jet2_bscore,jj_l_dEta,0.011128782171174814,0.00031090451116464954,0.010817877660010165
1840,ak4_jet3_eta,bjet_bijet_dR,0.014558000940300318,0.0037458625337267876,0.01081213840657353
52,bjet0_pt,blnu_mT,0.07258793551670749,0.08338568558325178,0.010797750066544293
2100,all_sT,trijet_bijet_dEta,0.015511543563453137,0.026307959224037166,0.010796415660584029
1710,ak4_jet3_phi,ak4_jet1_eta,0.010799950434337454,4.863018799761143e-06,0.010795087415537693
1752,ak4_jet1_eta,bjets_mean_pt,0.011223186904949826,0.00043115020653050964,0.010792036698419317
1804,ak4_jet2_eta,all_jets_HT,0.011073437216262638,0.0002910879314611675,0.01078234928480147
780,trijet_pt_rat,WW_mT,0.03013206763874475,0.01935735828452514,0.010774709354219609
1192,jj_lnu_dEta,bb_lnu_dPhi,0.01359661503209298,0.0028230668982921273,0.010773548133800853
261,ak4_jet1_bscore,all_mT,0.012780415218314196,0.0020092044189435852,0.010771210799370611
818,trijet_pt_rat,blnu_pt,0.13377654081640483,0.14454734826109708,0.010770807444692249
1753,ak4_jet1_eta,met_pt,0.010798556831779361,3.164542331458853e-05,0.010766911408464773
849,ak4_jet0_bscore,lep0_eta,0.010853800109595985,8.88362950597979e-05,0.010764963814536187
407,lep0_pt,ak4_jet2_eta,0.010788684602321588,2.5261808073155645e-05,0.010763422794248433
1579,nAK4_nonbtag,bjet_bijet_dR,0.011794728790686292,0.0010371674040767932,0.010757561386609498
1842,ak4_jet3_eta,bjets_pt_bb,0.010776989396394026,2.3520901545767692e-05,0.010753468494848258
508,min_b_lnu_dPhi,ak4_jet3_bscore,0.012354694840907184,0.001606050844903735,0.010748643996003449
270,ak4_jet1_bscore,jj_lnu_dEta,0.011299865844778174,0.0005583238617317306,0.010741541983046443
1257,trijet_pt,ak4_jet2_eta,0.011051677833004519,0.0003103405081622164,0.010741337324842302
1772,lep0_phi,ak4_jet2_phi,0.01674545277472721,0.027481549522174176,0.010736096747446966
1805,ak4_jet2_eta,bjets_mean_pt,0.010852372557304514,0.00011900936831792802,0.010733363188986586
1244,trijet_pt,jj_l_dEta,0.015705466192383884,0.004978334889114883,0.010727131303269001
16,bjet0_pt,all_pt,0.01156468188228324,0.0008391462660782209,0.010725535616205019
1634,bjet_bijet_dEta,bjets_mean_pt,0.012562844093544141,0.0018382747134655132,0.010724569380078628
96,ak4_jet0_pt,bjet_bijet_dEta,0.01351917136788314,0.0028007472639714273,0.010718424103911713
264,ak4_jet1_bscore,min_b_l_dR,0.015172343852815585,0.0044566113024671755,0.01071573255034841
1754,ak4_jet1_eta,blnu_mT,0.013840554378186366,0.003133423554672745,0.01070713082351362
414,lep0_pt,trijet_bijet_dPhi,0.018171350732696056,0.007465083460661159,0.010706267272034897
942,ak4_jet3_pt,ak4_jet2_eta,0.010901878485622959,0.00019633887076062756,0.010705539614862331
950,ak4_jet3_pt,mjj,0.052109785715031665,0.04141194387392735,0.010697841841104318
1233,jj_lnu_dR,trijet_bijet_dEta,0.02486030020383462,0.014166705887260461,0.01069359431657416
1773,lep0_phi,lep0_eta,0.010797289779588541,0.00010811340923429225,0.010689176370354249
