,obs_name,mu,sigma1_min,sigma1_max,sigma2_min,sigma2_max,obs_type,n_variables
3638,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.2,110.1,225.6,81.39,311.4,llr_factorized,10
3639,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_llr,157.2,111.5,223.1,82.62,305.8,llr_factorized,9
3640,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.2,109.7,226.8,80.16,312.2,llr_factorized,10
3641,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.2,109.9,226.8,80.47,312.2,llr_factorized,8
3642,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_llr,157.2,110.5,225.6,81.08,309.4,llr_factorized,6
3643,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,157.2,111.1,225.6,82.0,311.4,llr_factorized,7
3644,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.2,110.9,225.6,81.7,309.4,llr_factorized,8
3645,WW_mInv_x_jj_lnu_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,157.2,109.4,226.8,80.16,316.2,llr_factorized,6
3646,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.2,110.9,224.3,82.62,306.6,llr_factorized,8
3647,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,157.2,109.6,226.8,79.55,314.2,llr_factorized,8
3648,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_WW_pt_x_bjets_mbb_llr,157.2,111.5,224.3,82.62,306.6,llr_factorized,8
3649,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.2,109.4,226.8,80.16,312.2,llr_factorized,7
3650,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_WW_pt_llr,157.2,110.0,226.8,80.16,312.2,llr_factorized,7
3651,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.2,109.7,226.8,80.16,314.2,llr_factorized,8
3652,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.2,110.1,226.8,81.39,314.2,llr_factorized,11
3653,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_bjets_mbb_x_bjets_dPhi_llr,157.2,109.8,225.6,80.77,309.4,llr_factorized,9
3654,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,157.2,108.2,229.3,78.32,319.7,llr_factorized,8
3655,WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.2,109.2,228.1,79.85,317.0,llr_factorized,6
3656,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_llr,157.2,109.8,226.8,80.77,314.2,llr_factorized,8
3657,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_llr,157.2,108.1,229.3,77.09,315.8,llr_factorized,9
3658,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_WW_pt_x_bjets_dPhi_llr,157.2,110.5,226.2,82.0,311.8,llr_factorized,8
3659,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_bjets_dPhi_llr,157.2,109.4,228.1,80.16,315.0,llr_factorized,7
3660,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.2,111.5,224.3,82.62,306.6,llr_factorized,9
3661,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.2,109.8,226.8,80.77,314.2,llr_factorized,9
3662,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.2,109.8,226.8,80.77,314.2,llr_factorized,10
3663,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_WW_pt_x_bjets_dPhi_llr,157.2,111.1,225.6,82.0,309.4,llr_factorized,6
3664,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,157.2,110.7,225.6,81.39,311.4,llr_factorized,7
3665,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,157.2,110.0,226.8,80.16,312.2,llr_factorized,9
3666,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_llr,157.2,111.1,225.6,82.0,309.4,llr_factorized,4
3667,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,157.2,109.8,226.8,80.77,314.2,llr_factorized,8
3668,jj_l_dR_x_WW_mInv_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.2,108.8,228.1,79.24,315.0,llr_factorized,8
3669,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,157.2,110.5,225.6,82.0,309.4,llr_factorized,8
3670,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_llr,157.2,110.7,225.6,81.39,311.4,llr_factorized,7
3671,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,157.2,110.5,225.6,82.0,311.4,llr_factorized,7
3672,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,157.2,111.3,224.3,82.31,306.6,llr_factorized,9
3673,jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.2,110.5,225.6,82.0,309.4,llr_factorized,8
3674,WW_mInv_x_jj_lnu_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.2,109.8,226.8,80.77,314.2,llr_factorized,8
3675,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,157.5,109.0,228.4,78.44,316.5,llr_factorized,9
3676,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.5,109.5,227.2,80.29,312.7,llr_factorized,11
3677,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.5,109.2,228.4,79.67,315.5,llr_factorized,9
3678,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,157.5,110.1,227.2,80.29,312.7,llr_factorized,10
3679,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.5,110.3,225.9,81.52,309.9,llr_factorized,10
3680,WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,157.6,110.8,226.1,82.2,310.2,llr_factorized,6
3681,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_llr,157.6,110.8,226.1,82.2,310.2,llr_factorized,7
3682,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.6,111.2,224.9,82.81,309.3,llr_factorized,9
3683,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_llr,157.6,109.5,227.4,79.12,315.0,llr_factorized,8
3684,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_llr,157.6,109.6,228.6,80.35,315.8,llr_factorized,7
3685,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,110.0,227.4,80.97,315.0,llr_factorized,10
3686,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_bjets_dPhi_llr,157.6,109.6,228.6,79.74,317.7,llr_factorized,8
3687,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,157.6,108.7,228.6,77.89,317.7,llr_factorized,11
3688,WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_x_bjets_dPhi_llr,157.6,111.4,226.1,82.2,310.2,llr_factorized,7
3689,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,157.6,110.8,226.1,82.2,310.2,llr_factorized,13
3690,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,110.3,227.4,80.97,313.0,llr_factorized,7
3691,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_llr,157.6,110.4,226.1,81.58,312.2,llr_factorized,8
3692,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,112.1,223.6,83.43,304.5,llr_factorized,9
3693,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.6,110.4,227.4,81.58,313.0,llr_factorized,9
3694,jj_l_dR_x_WW_mInv_x_jj_l_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,110.6,227.4,80.97,313.0,llr_factorized,8
3695,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.6,111.0,226.1,81.58,310.2,llr_factorized,10
3696,WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_WW_pt_x_bjets_mbb_llr,157.6,110.6,226.1,80.97,312.2,llr_factorized,6
3697,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_dPhi_llr,157.6,109.2,229.9,79.74,318.5,llr_factorized,10
3698,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,157.6,111.5,224.9,82.81,307.4,llr_factorized,9
3699,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,157.6,111.5,224.9,82.81,309.3,llr_factorized,11
3700,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,110.0,227.4,80.97,315.0,llr_factorized,6
3701,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_dPhi_llr,157.6,110.8,226.1,82.2,312.2,llr_factorized,8
3702,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.6,111.0,226.1,81.58,310.2,llr_factorized,8
3703,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_bjets_mbb_x_bjets_dPhi_llr,157.6,111.0,226.1,81.58,310.2,llr_factorized,8
3704,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_dPhi_llr,157.6,110.0,227.4,80.97,315.0,llr_factorized,9
3705,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_llr,157.6,110.3,227.4,80.97,315.0,llr_factorized,8
3706,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.6,110.6,226.1,81.89,310.2,llr_factorized,8
3707,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,110.4,226.1,81.58,312.2,llr_factorized,10
3708,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_llr,157.6,111.4,226.1,82.2,308.2,llr_factorized,10
3709,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,157.6,110.0,227.4,80.97,315.0,llr_factorized,7
3710,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,157.6,108.4,229.9,77.89,318.5,llr_factorized,8
3711,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,157.8,111.9,225.1,82.91,307.7,llr_factorized,9
3712,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_llr,157.8,110.0,227.5,80.42,315.2,llr_factorized,7
3713,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,157.8,110.9,226.4,82.3,312.5,llr_factorized,8
3714,jj_l_dR_x_WW_mInv_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.8,109.0,230.2,79.21,318.9,llr_factorized,9
3715,WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_blnu_bl_mInv_x_bjets_mbb_llr,157.8,110.9,226.3,82.26,310.4,llr_factorized,7
3716,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,157.8,110.1,227.6,80.45,313.4,llr_factorized,11
3717,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_dPhi_llr,157.8,111.8,225.0,82.88,307.6,llr_factorized,10
3718,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.8,110.6,226.4,81.37,310.6,llr_factorized,11
3719,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.8,107.4,230.1,76.72,320.7,llr_factorized,10
3720,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,157.8,111.3,225.1,82.91,309.7,llr_factorized,11
3721,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_llr,157.8,109.3,228.8,79.8,316.0,llr_factorized,8
3722,WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.8,110.7,227.5,81.03,313.2,llr_factorized,9
3723,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.8,110.8,227.5,81.65,313.2,llr_factorized,10
3724,jj_l_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_llr,157.8,109.4,228.9,79.83,316.2,llr_factorized,7
3725,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_llr,157.8,109.6,228.8,79.8,316.0,llr_factorized,6
3726,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.8,109.0,230.2,79.21,318.9,llr_factorized,10
3727,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.8,106.1,233.9,74.59,329.0,llr_factorized,10
3728,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.8,110.0,227.5,80.42,313.2,llr_factorized,10
3729,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,157.8,110.9,226.3,82.26,312.4,llr_factorized,6
3730,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.8,111.1,226.3,81.65,310.4,llr_factorized,9
3731,jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.8,110.0,227.5,80.42,313.2,llr_factorized,10
3732,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.8,109.3,228.8,79.8,316.0,llr_factorized,9
3733,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.9,110.6,226.6,81.75,312.8,llr_factorized,11
3734,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.9,111.2,226.5,81.71,310.7,llr_factorized,12
3735,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.9,110.8,226.6,81.13,312.8,llr_factorized,12
3736,WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_llr,157.9,110.6,226.6,81.75,310.8,llr_factorized,7
3737,WW_mInv_x_bjets_dR_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_x_bjets_dPhi_llr,157.9,111.6,225.2,82.95,309.8,llr_factorized,6
3738,jj_l_dR_x_WW_mInv_x_jj_l_dPhi_x_min_b_l_dR_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.9,111.5,225.2,82.33,309.8,llr_factorized,9
3739,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_bjets_mbb_llr,157.9,110.4,227.8,80.5,313.5,llr_factorized,7
3740,jj_lnu_dR_x_WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_mbb_llr,157.9,110.5,227.8,80.51,313.6,llr_factorized,11
3741,WW_mInv_x_bjets_pt_bb_x_trijet_pt_rat_x_blnu_bl_mInv_x_bjets_dPhi_llr,157.9,106.7,234.0,75.55,329.2,llr_factorized,5
3742,jj_lnu_dR_x_WW_mInv_x_jj_l_dPhi_x_bjets_dR_x_blnu_bl_mInv_x_trijet_bijet_dR_x_bjets_mbb_x_bjets_dPhi_llr,157.9,110.2,227.8,81.13,313.6,llr_factorized,8
3743,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_mbb_llr,157.9,111.0,226.6,82.36,308.8,llr_factorized,9
3744,WW_mInv_x_jj_lnu_dPhi_x_bjets_pt_bb_x_bjets_dR_x_bjets_dPhi_llr,157.9,111.2,227.7,81.71,313.5,llr_factorized,5
3745,jj_l_dR_x_WW_mInv_x_bjets_pt_bb_x_jj_l_dPhi_x_bjets_dR_x_min_b_l_dR_x_trijet_pt_rat_x_blnu_bl_mInv_x_WW_pt_x_trijet_bijet_dR_llr,158.0,111.6,226.6,82.39,310.9,llr_factorized,10
3746,jj_l_dR_x_jj_lnu_dR_x_WW_mInv_x_bjets_pt_bb_x_bjets_dR_x_min_b_l_dR_x_trijet_bijet_dPhi_x_blnu_bl_mInv_x_WW_pt_x_bjets_dPhi_llr,158.0,111.8,225.3,82.69,308.0,llr_factorized,10
