llr_name,mu_value,llr_type,n_variables
bjets_dPhi_vs_pt_bb_llr,509.25,from_2D,2
lep0_pt_x_bjets_dR_x_blnu_pt_x_trijet_mInv_llr,509.5,from_multivar,4
lep0_pt_x_bjets_dR_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,510.0,from_multivar,5
lep0_pt_x_bjets_mbb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,510.25,from_multivar,5
bjet0_pt_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_llr,510.25,from_multivar,4
lep0_pt_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_llr,510.5,from_multivar,4
lep0_pt_x_bjets_mbb_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,510.75,from_multivar,5
bjets_mbb_x_bjet0_pt_llr,510.75,from_multivar,2
bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,511.0,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,511.0,from_multivar,7
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,511.25,from_multivar,5
lep0_pt_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,511.25,from_multivar,6
bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,511.5,from_multivar,5
bjets_mbb_x_trijet_bijet_dR_llr,511.625,from_multivar,2
bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,512.25,from_multivar,5
bjets_mbb_x_bjet0_pt_x_bjet1_pt_llr,512.5,from_multivar,3
lep0_pt_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,512.625,from_multivar,5
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,513.0,from_multivar,6
bjets_mbb_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_llr,513.0,from_multivar,4
bjets_mbb_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,513.25,from_multivar,4
lep0_pt_x_bjets_dR_x_trijet_pt_rat_llr,513.5,from_multivar,3
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,514.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,514.25,from_multivar,5
lep0_pt_x_bjet0_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,514.25,from_multivar,4
bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_llr,514.25,from_multivar,4
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,514.5,from_multivar,6
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,514.625,from_multivar,6
bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,514.75,from_multivar,5
bjets_dR_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,514.875,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_llr,514.875,from_multivar,4
bjet0_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,515.0,from_multivar,4
lep0_pt_x_bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,515.75,from_multivar,7
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,515.75,from_multivar,6
bjets_dR_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,516.0,from_multivar,4
bjets_mbb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,516.25,from_multivar,5
bjets_dR_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,516.25,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_blnu_mT_x_trijet_mInv_llr,516.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,516.625,from_multivar,5
bjet0_pt_x_trijet_pt_rat_llr,516.875,from_multivar,2
bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,516.875,from_multivar,8
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,516.9375,from_multivar,6
lep0_pt_x_bjets_mbb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,517.0,from_multivar,7
bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,517.25,from_multivar,5
bjets_mbb_x_trijet_pt_rat_llr,517.25,from_multivar,2
bjets_dR_x_trijet_mInv_x_trijet_pt_llr,517.25,from_multivar,3
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_llr,517.25,from_multivar,5
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,517.625,from_multivar,6
bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,517.75,from_multivar,6
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,517.75,from_multivar,6
bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_llr,517.875,from_multivar,4
bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,518.0,from_multivar,5
lep0_pt_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,518.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_trijet_bijet_dR_llr,518.25,from_multivar,3
bjets_dR_x_trijet_pt_rat_llr,518.25,from_multivar,2
bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,518.25,from_multivar,4
bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,518.25,from_multivar,5
lep0_pt_x_bjets_dR_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,518.25,from_multivar,5
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,518.625,from_multivar,9
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_llr,519.25,from_multivar,5
bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,519.25,from_multivar,6
bjets_mbb_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_llr,519.25,from_multivar,4
bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,519.5,from_multivar,4
bjets_mbb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,519.875,from_multivar,6
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,520.25,from_multivar,6
bjet0_pt_x_blnu_mT_x_trijet_pt_rat_llr,520.25,from_multivar,3
bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,520.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,520.25,from_multivar,5
bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,520.625,from_multivar,4
bjet0_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,520.625,from_multivar,3
bjets_pt_bb_x_blnu_mT_x_trijet_mInv_llr,520.75,from_multivar,3
bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,520.875,from_multivar,5
lep0_pt_x_bjets_dR_x_blnu_mT_x_trijet_pt_x_trijet_bijet_dR_llr,521.0,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,521.25,from_multivar,5
bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,521.25,from_multivar,3
bjet0_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,521.25,from_multivar,4
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,521.5,from_multivar,5
lep0_pt_x_bjets_mbb_x_trijet_pt_rat_llr,521.75,from_multivar,3
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,521.875,from_multivar,7
bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,521.9375,from_multivar,6
bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_llr,522.0,from_multivar,4
bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_bijet_dR_llr,522.25,from_multivar,4
bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,522.25,from_multivar,4
bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,522.25,from_multivar,6
lep0_pt_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_llr,522.625,from_multivar,4
bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,522.875,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,522.875,from_multivar,6
bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,523.25,from_multivar,5
lep0_pt_x_bjets_dR_x_trijet_mInv_x_trijet_pt_llr,523.25,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_blnu_mT_llr,523.25,from_multivar,3
bjets_mbb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,523.25,from_multivar,6
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,523.25,from_multivar,7
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,523.5,from_multivar,6
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,523.625,from_multivar,5
lep0_pt_x_bjet0_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,524.0,from_multivar,5
lep0_pt_x_bjets_mbb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,524.25,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_bijet_dR_llr,524.25,from_multivar,7
lep0_pt_x_bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,524.5,from_multivar,6
bjets_dR_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,524.9375,from_multivar,4
lep0_pt_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,525.25,from_multivar,5
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,525.25,from_multivar,7
bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,525.5,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,525.5,from_multivar,5
lep0_pt_x_bjets_dR_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,525.5,from_multivar,6
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_llr,525.625,from_multivar,5
bjets_dR_x_blnu_mT_x_trijet_pt_rat_llr,525.625,from_multivar,3
bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,525.875,from_multivar,3
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,526.25,from_multivar,5
bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,526.25,from_multivar,4
bjet0_pt_x_blnu_mT_x_trijet_pt_rat_x_trijet_bijet_dR_llr,526.25,from_multivar,4
bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,526.25,from_multivar,7
bjets_dR_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,526.5,from_multivar,5
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,526.625,from_multivar,4
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_llr,526.625,from_multivar,4
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_bijet_dR_llr,526.625,from_multivar,4
lep0_pt_x_bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,527.25,from_multivar,6
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,527.25,from_multivar,5
lep0_pt_x_bjet0_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,527.25,from_multivar,5
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,527.25,from_multivar,6
bjets_mbb_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,527.5,from_multivar,4
bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,527.5,from_multivar,7
lep0_pt_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_rat_llr,527.625,from_multivar,4
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,527.75,from_multivar,6
lep0_pt_x_bjet0_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,527.875,from_multivar,6
bjets_mbb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,527.875,from_multivar,5
lep0_pt_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,528.0,from_multivar,8
bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,528.0,from_multivar,5
bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,528.25,from_multivar,6
bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,528.25,from_multivar,4
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,528.25,from_multivar,7
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_rat_llr,528.625,from_multivar,5
bjets_mbb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,528.625,from_multivar,5
lep0_pt_x_bjet0_pt_x_trijet_pt_x_trijet_pt_rat_llr,528.75,from_multivar,4
lep0_pt_x_bjets_pt_bb_x_bjet1_pt_x_blnu_mT_llr,528.875,from_multivar,4
bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,529.25,from_multivar,4
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,529.25,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,529.25,from_multivar,6
bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,529.75,from_multivar,6
lep0_pt_x_bjet0_pt_x_trijet_pt_rat_llr,529.875,from_multivar,3
bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,530.25,from_multivar,4
bjets_dR_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,530.25,from_multivar,4
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_llr,530.5,from_multivar,5
lep0_pt_x_bjets_dR_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,530.625,from_multivar,6
bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,530.625,from_multivar,6
bjets_pt_bb_x_blnu_mT_llr,530.75,from_multivar,2
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,530.875,from_multivar,4
lep0_pt_x_bjets_dR_x_blnu_mT_x_trijet_pt_rat_llr,530.875,from_multivar,4
lep0_pt_x_bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_llr,531.5,from_multivar,5
bjets_mbb_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,531.5,from_multivar,5
bjets_dR_x_blnu_pt_x_trijet_pt_rat_llr,531.625,from_multivar,3
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,531.75,from_multivar,7
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_rat_llr,531.75,from_multivar,4
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,532.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,532.25,from_multivar,8
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,532.5,from_multivar,7
bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,532.5,from_multivar,4
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,532.75,from_multivar,6
bjet0_pt_x_bjet1_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,532.75,from_multivar,6
lep0_pt_x_bjets_mbb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,532.875,from_multivar,6
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,532.875,from_multivar,6
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,533.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_bijet_dR_llr,533.5,from_multivar,5
lep0_pt_x_bjets_dR_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_llr,533.5,from_multivar,5
lep0_pt_x_bjets_dR_x_blnu_pt_x_trijet_pt_x_trijet_bijet_dR_llr,533.625,from_multivar,5
bjets_pt_bb_x_bjet1_pt_x_blnu_mT_llr,534.25,from_multivar,3
lep0_pt_x_bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,534.25,from_multivar,5
lep0_pt_x_bjet0_pt_x_blnu_mT_x_trijet_pt_rat_llr,534.25,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,534.5,from_multivar,8
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,534.625,from_multivar,7
bjets_mbb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,534.625,from_multivar,5
bjets_dR_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_llr,534.75,from_multivar,4
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_llr,534.875,from_multivar,6
bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,535.25,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,535.25,from_multivar,7
lep0_pt_x_bjets_dR_x_blnu_mT_x_trijet_mInv_x_trijet_pt_llr,535.25,from_multivar,5
bjet0_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,535.625,from_multivar,5
bjets_mbb_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,535.75,from_multivar,4
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,535.875,from_multivar,6
bjets_mbb_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_llr,535.9375,from_multivar,4
lep0_pt_x_bjets_mbb_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,535.9375,from_multivar,5
lep0_pt_x_bjets_mbb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,536.0,from_multivar,6
lep0_pt_x_bjets_mbb_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_rat_llr,536.0,from_multivar,6
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_bijet_dR_llr,536.25,from_multivar,7
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_bijet_dR_llr,536.625,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_llr,536.75,from_multivar,5
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,537.25,from_multivar,6
lep0_pt_x_bjets_dR_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,537.25,from_multivar,5
bjet0_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,537.75,from_multivar,4
bjets_mbb_x_blnu_mT_x_trijet_bijet_dR_llr,537.75,from_multivar,3
lep0_pt_x_bjets_mbb_x_blnu_mT_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,537.9375,from_multivar,7
bjet0_pt_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,538.25,from_multivar,5
bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_llr,538.25,from_multivar,6
WW_mInv_llr,538.25,from_1D,1
bjets_mbb_x_blnu_pt_x_trijet_bijet_dR_llr,538.625,from_multivar,3
lep0_pt_x_bjets_dR_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,538.625,from_multivar,6
bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,538.75,from_multivar,5
lep0_pt_x_bjets_mbb_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,538.875,from_multivar,5
bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,539.25,from_multivar,5
bjet0_pt_x_blnu_pt_x_trijet_pt_llr,539.25,from_multivar,3
bjets_mbb_x_blnu_mT_x_trijet_pt_rat_llr,541.25,from_multivar,3
bjets_mbb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,541.25,from_multivar,5
bjets_mbb_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,541.25,from_multivar,5
bjet0_pt_x_blnu_mT_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,541.5,from_multivar,5
bjets_mbb_x_bjet1_pt_x_trijet_pt_x_trijet_bijet_dR_llr,541.75,from_multivar,4
bjets_dR_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,542.0,from_multivar,5
bjet0_pt_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,542.625,from_multivar,5
bjet0_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,543.0,from_multivar,4
bjet0_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,543.25,from_multivar,5
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,543.25,from_multivar,6
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_pt_rat_llr,543.25,from_multivar,5
lep0_pt_x_bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,543.875,from_multivar,6
bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_rat_llr,544.25,from_multivar,5
lep0_pt_x_bjets_mbb_x_blnu_mT_x_trijet_bijet_dR_llr,544.5,from_multivar,4
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_mT_x_trijet_mInv_x_trijet_pt_rat_x_trijet_bijet_dR_llr,544.75,from_multivar,7
bjet0_pt_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,545.0,from_multivar,6
lep0_pt_x_bjet0_pt_x_bjet1_pt_x_blnu_pt_x_trijet_pt_x_trijet_pt_rat_llr,545.25,from_multivar,6
bjets_dR_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,545.5,from_multivar,6
bjets_dR_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_llr,545.75,from_multivar,7
lep0_pt_x_bjets_mbb_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,545.75,from_multivar,5
bjets_mbb_x_bjet1_pt_x_blnu_mT_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,545.9375,from_multivar,8
lep0_pt_x_bjets_mbb_x_blnu_pt_x_trijet_mInv_x_trijet_pt_x_trijet_pt_rat_x_trijet_bijet_dR_llr,546.25,from_multivar,7
